probability_of_a_match,number_of_rounds,probability_of_win
0.74,73,0.9999999996651968
0.74,74,0.9999999997440074
0.74,75,0.9999999998042491
0.74,76,0.9999999998503029
0.74,77,0.9999999998855117
0.74,78,0.999999999912433
0.74,79,0.9999999999330189
0.74,80,0.9999999999487618
0.74,81,0.9999999999608014
0.74,82,0.9999999999700103
0.74,83,0.9999999999770537
0.74,84,0.999999999982442
0.74,85,0.999999999986564
0.74,86,0.9999999999897176
0.74,87,0.9999999999921301
0.74,88,0.999999999993977
0.74,89,0.9999999999953899
0.74,90,0.9999999999964704
0.74,91,0.999999999997299
0.74,92,0.9999999999979319
0.74,93,0.9999999999984169
0.74,94,0.9999999999987876
0.74,95,0.999999999999072
0.74,96,0.9999999999992895
0.74,97,0.9999999999994569
0.74,98,0.9999999999995828
0.74,99,0.9999999999996805
0.74,100,0.9999999999997553
0.75,1,0.75
0.75,2,0.84375
0.75,3,0.896484375
0.75,4,0.929443359375
0.75,5,0.9510726928710938
0.75,6,0.965672492980957
0.75,7,0.975709855556488
0.75,8,0.9827001616358757
0.75,9,0.9876152205979452
0.75,10,0.9910967206960777
0.75,11,0.9935772895159971
0.75,12,0.9953531512848031
0.75,13,0.9966295519311323
0.75,14,0.997550033166466
0.75,15,0.9982157383455912
0.75,16,0.998698374600457
0.75,17,0.9990490400043829
0.75,18,0.9993043037910642
0.75,19,0.9994904336355194
0.75,20,0.9996263574035097
0.75,21,0.9997257516588526
0.75,22,0.9997985224529429
0.75,23,0.9998518601372477
0.75,24,0.9998909937643192
0.75,25,0.9999197325216999
0.75,26,0.9999408555083745
0.75,27,0.9999563930899191
0.75,28,0.9999678304763335
0.75,29,0.9999762553368624
0.75,30,0.9999824650400969
0.75,31,0.9999870446962322
0.75,32,0.9999904240392677
0.75,33,0.9999929189448682
0.75,34,0.9999947617728685
0.75,35,0.9999961235685594
0.75,36,0.9999971303246598
0.75,37,0.9999978749046924
0.75,38,0.999998425793298
0.75,39,0.9999988335233505
0.75,40,0.9999991354004095
0.75,41,0.9999993589781063
0.75,42,0.9999995246164608
0.75,43,0.9999996473663124
0.75,44,0.9999997383582087
0.75,45,0.9999998058266316
0.75,46,0.9999998558657123
0.75,47,0.9999998929870948
0.75,48,0.9999999205319505
0.75,49,0.9999999409753988
0.75,50,0.9999999561515297
0.75,51,0.9999999674198069
0.75,52,0.9999999757881589
0.75,53,0.9999999820040758
0.75,54,0.999999986622032
0.75,55,0.99999999005343
0.75,56,0.9999999926035829
0.75,57,0.9999999944991208
0.75,58,0.9999999959083036
0.75,59,0.9999999969560794
0.75,60,0.9999999977352516
0.75,61,0.9999999983147609
0.75,62,0.999999998745831
0.75,63,0.9999999990665246
0.75,64,0.9999999993051376
0.75,65,0.9999999994826985
0.75,66,0.9999999996148444
0.75,67,0.9999999997132034
0.75,68,0.9999999997864232
0.75,69,0.9999999998409327
0.75,70,0.9999999998815191
0.75,71,0.9999999999117416
0.75,72,0.9999999999342487
0.75,73,0.9999999999510114
0.75,74,0.9999999999634982
0.75,75,0.9999999999728
0.75,76,0.9999999999797292
0.75,77,0.9999999999848921
0.75,78,0.9999999999887387
0.75,79,0.999999999991606
0.75,80,0.9999999999937422
0.75,81,0.9999999999953348
0.75,82,0.9999999999965219
0.75,83,0.9999999999974069
0.75,84,0.9999999999980665
0.75,85,0.9999999999985577
0.75,86,0.9999999999989244
0.75,87,0.9999999999991974
0.75,88,0.9999999999994016
0.75,89,0.9999999999995545
0.75,90,0.9999999999996664
0.75,91,0.9999999999997516
0.75,92,0.9999999999998148
0.75,93,0.9999999999998618
0.75,94,0.9999999999998963
0.75,95,0.9999999999999222
0.75,96,0.9999999999999422
0.75,97,0.9999999999999577
0.75,98,0.9999999999999677
0.75,99,0.9999999999999762
0.75,100,0.9999999999999821
0.76,1,0.76
0.76,2,0.8548479999999999
0.76,3,0.9067488256
0.76,4,0.9383045275647999
0.76,5,0.9584496876991284
0.76,6,0.9716778056497338
0.76,7,0.9805247709350984
0.76,8,0.9865184635307148
0.76,9,0.9906181492661165
0.76,10,0.9934431060501905
0.76,11,0.995401140096368
0.76,12,0.9967647862073638
0.76,13,0.9977182475681723
0.76,14,0.99838713738437
0.76,15,0.998857730036772
0.76,16,0.9991896296226576
0.76,17,0.9994242162499616
0.76,18,0.999590336700205
0.76,19,0.9997081714729108
0.76,20,0.9997918812954416
0.76,21,0.9998514291147963
0.76,22,0.9998938407731074
0.76,23,0.9999240810566042
0.76,24,0.9999456647302514
0.76,25,0.999961084106705
0.76,26,0.9999721090842245
0.76,27,0.9999799982189072
0.76,28,0.9999856475405963
0.76,29,0.9999896956831096
0.76,30,0.9999925982850458
0.76,31,0.9999946807277795
0.76,32,0.9999961755723495
0.76,33,0.9999972491697194
0.76,34,0.9999980205982298
0.76,35,0.9999985751554965
0.76,36,0.9999989739804069
0.76,37,0.9999992609216364
0.76,38,0.9999994674448718
0.76,39,0.9999996161416009
0.76,40,0.9999997232398482
0.76,41,0.9999998004019942
0.76,42,0.9999998560129406
0.76,43,0.9999998961036659
0.76,44,0.9999999250137407
0.76,45,0.9999999458668409
0.76,46,0.9999999609122131
0.76,47,0.9999999717700008
0.76,48,0.9999999796075674
0.76,49,0.9999999852662907
0.76,50,0.9999999893527667
0.76,51,0.9999999923044443
0.76,52,0.9999999944368749
0.76,53,0.9999999959777374
0.76,54,0.9999999970913439
0.76,55,0.9999999978963088
0.76,56,0.9999999984782718
0.76,57,0.9999999988990813
0.76,58,0.99999999920341
0.76,59,0.9999999994235348
0.76,60,0.999999999582777
0.76,61,0.9999999996979905
0.76,62,0.9999999997813632
0.76,63,0.9999999998417004
0.76,64,0.9999999998853729
0.76,65,0.9999999999169877
0.76,66,0.9999999999398758
0.76,67,0.9999999999564491
0.76,68,0.9999999999684507
0.76,69,0.9999999999771431
0.76,70,0.9999999999834379
0.76,71,0.9999999999879994
0.76,72,0.999999999991303
0.76,73,0.9999999999936958
0.76,74,0.9999999999954313
0.76,75,0.9999999999966883
0.76,76,0.9999999999975991
0.76,77,0.9999999999982593
0.76,78,0.9999999999987379
0.76,79,0.9999999999990843
0.76,80,0.9999999999993359
0.76,81,0.9999999999995186
0.76,82,0.9999999999996506
0.76,83,0.999999999999747
0.76,84,0.9999999999998159
0.76,85,0.9999999999998666
0.76,86,0.9999999999999036
0.76,87,0.9999999999999304
0.76,88,0.9999999999999492
0.76,89,0.999999999999963
0.76,90,0.9999999999999731
0.76,91,0.9999999999999811
0.76,92,0.9999999999999857
0.76,93,0.9999999999999896
0.76,94,0.9999999999999933
0.76,95,0.9999999999999944
0.76,96,0.9999999999999962
0.76,97,0.9999999999999981
0.76,98,0.9999999999999972
0.76,99,0.9999999999999983
0.76,100,0.9999999999999989
0.77,1,0.77
0.77,2,0.8656339999999999
0.77,3,0.9164443441999999
0.77,4,0.9464393840594
0.77,5,0.965031809516249
0.77,6,0.9768855962905179
0.77,7,0.9845830502955021
0.77,8,0.9896464355399809
0.77,9,0.9930091562654704
0.77,10,0.9952589658850769
0.77,11,0.99677304276288
0.77,12,0.9977968615476506
0.77,13,0.9984919150569848
0.77,14,0.9989653534281504
0.77,15,0.9992887591794939
0.77,16,0.9995102231259368
0.77,17,0.9996622055274831
0.77,18,0.9997667032627013
0.77,19,0.9998386731751179
0.77,20,0.9998883149903909
0.77,21,0.9999226020957818
0.77,22,0.9999463127720628
0.77,23,0.9999627276732527
0.77,24,0.9999741031997776
0.77,25,0.9999819937389545
0.77,26,0.9999874716037488
0.77,27,0.9999912774977954
0.77,28,0.999993923665447
0.77,29,0.9999957647365902
0.77,30,0.9999970464649257
0.77,31,0.99999793930834
0.77,32,0.9999985615971584
0.77,33,0.9999989955385981
0.77,34,0.9999992982850757
0.77,35,0.9999995095967744
0.77,36,0.9999996571515075
0.77,37,0.9999997602275056
0.77,38,0.9999998322597993
0.77,39,0.9999998826160592
0.77,40,0.9999999178310957
0.77,41,0.9999999424655983
0.77,42,0.999999959703862
0.77,43,0.9999999717700713
0.77,44,0.9999999802183828
0.77,45,0.9999999861351578
0.77,46,0.9999999902800291
0.77,47,0.9999999931843407
0.77,48,0.9999999952198683
0.77,49,0.9999999966468147
0.77,50,0.9999999976473488
0.77,51,0.9999999983490397
0.77,52,0.9999999988412438
0.77,53,0.9999999991865689
0.77,54,0.9999999994288893
0.77,55,0.9999999995989596
0.77,56,0.9999999997183415
0.77,57,0.9999999998021576
0.77,58,0.9999999998610117
0.77,59,0.9999999999023443
0.77,60,0.9999999999313762
0.77,61,0.9999999999517715
0.77,62,0.9999999999661003
0.77,63,0.9999999999761697
0.77,64,0.9999999999832462
0.77,65,0.9999999999882196
0.77,66,0.9999999999917161
0.77,67,0.9999999999941739
0.77,68,0.9999999999959023
0.77,69,0.9999999999971181
0.77,70,0.9999999999979724
0.77,71,0.9999999999985734
0.77,72,0.9999999999989966
0.77,73,0.9999999999992932
0.77,74,0.9999999999995025
0.77,75,0.9999999999996502
0.77,76,0.9999999999997533
0.77,77,0.9999999999998278
0.77,78,0.9999999999998777
0.77,79,0.9999999999999137
0.77,80,0.9999999999999395
0.77,81,0.9999999999999571
0.77,82,0.99999999999997
0.77,83,0.9999999999999787
0.77,84,0.9999999999999852
0.77,85,0.999999999999989
0.77,86,0.9999999999999927
0.77,87,0.9999999999999949
0.77,88,0.9999999999999957
0.77,89,0.9999999999999979
0.77,90,0.9999999999999983
0.77,91,0.9999999999999991
0.77,92,0.9999999999999994
0.77,93,0.9999999999999996
0.77,94,0.9999999999999989
0.77,95,0.9999999999999996
0.77,96,0.9999999999999992
0.77,97,1.0
0.77,98,0.9999999999999996
0.77,99,0.9999999999999999
0.77,100,0.9999999999999998
0.78,1,0.78
0.78,2,0.8760960000000001
0.78,3,0.9255662208000001
0.78,4,0.9538631870976001
0.78,5,0.9708583450559386
0.78,6,0.9813572738362818
0.78,7,0.9879631998248738
0.78,8,0.9921736283092597
0.78,9,0.9948830390389621
0.78,10,0.9966394597013372
0.78,11,0.9977847864868589
0.78,12,0.9985352045967323
0.78,13,0.9990288296294073
0.78,14,0.999354622150973
0.78,15,0.9995702595668181
0.78,16,0.9997133393049797
0.78,17,0.9998084801768703
0.78,18,0.9998718641450282
0.78,19,0.9999141623797789
0.78,20,0.9999424318484191
0.78,21,0.9999613509076113
0.78,22,0.9999740277583598
0.78,23,0.9999825313898414
0.78,24,0.9999882413935198
0.78,25,0.9999920790869924
0.78,26,0.9999946605959354
0.78,27,0.9999963984677562
0.78,28,0.9999975692526922
0.78,29,0.9999983585289943
0.78,30,0.9999988909475708
0.78,31,0.9999992503088134
0.78,32,0.9999994929958936
0.78,33,0.9999996569734867
0.78,34,0.9999997678223397
0.78,35,0.9999998427900707
0.78,36,0.999999893512809
0.78,37,0.9999999278453401
0.78,38,0.9999999510927317
0.78,39,0.9999999668397809
0.78,40,0.9999999775099812
0.78,41,0.9999999847424568
0.78,42,0.9999999896462874
0.78,43,0.9999999929722043
0.78,44,0.999999995228568
0.78,45,0.9999999967597378
0.78,46,0.999999997799054
0.78,47,0.9999999985046865
0.78,48,0.99999999898388
0.78,49,0.9999999993093729
0.78,50,0.9999999995305109
0.78,51,0.999999999680782
0.78,52,0.999999999782917
0.78,53,0.9999999998523489
0.78,54,0.9999999998995565
0.78,55,0.9999999999316606
0.78,56,0.9999999999534953
0.78,57,0.9999999999683499
0.78,58,0.999999999978456
0.78,59,0.9999999999853336
0.78,60,0.9999999999900141
0.78,61,0.9999999999932003
0.78,62,0.9999999999953688
0.78,63,0.9999999999968457
0.78,64,0.9999999999978513
0.78,65,0.9999999999985358
0.78,66,0.999999999999003
0.78,67,0.9999999999993203
0.78,68,0.9999999999995368
0.78,69,0.9999999999996843
0.78,70,0.9999999999997844
0.78,71,0.9999999999998538
0.78,72,0.9999999999999002
0.78,73,0.9999999999999312
0.78,74,0.9999999999999526
0.78,75,0.999999999999968
0.78,76,0.9999999999999789
0.78,77,0.9999999999999857
0.78,78,0.9999999999999905
0.78,79,0.9999999999999941
0.78,80,0.9999999999999947
0.78,81,0.9999999999999972
0.78,82,0.9999999999999988
0.78,83,0.9999999999999988
0.78,84,0.9999999999999997
0.78,85,0.9999999999999996
0.78,86,0.9999999999999994
0.78,87,0.9999999999999996
0.78,88,0.9999999999999996
0.78,89,0.9999999999999997
0.78,90,0.9999999999999999
0.78,91,0.9999999999999998
0.78,92,1.0000000000000002
0.78,93,1.0000000000000002
0.78,94,1.0000000000000002
0.78,95,0.9999999999999992
0.78,96,1.0000000000000004
0.78,97,0.9999999999999998
0.78,98,0.9999999999999993
0.78,99,0.9999999999999999
0.78,100,1.0
0.79,1,0.79
0.79,2,0.8862220000000001
0.79,3,0.9341116894
0.79,4,0.9605946876382
0.79,5,0.9759720405652107
0.79,6,0.985156010827339
0.79,7,0.9907426199377912
0.79,8,0.994185088471652
0.79,9,0.9963267342082801
0.79,10,0.9976689749796162
0.79,11,0.9985151504066819
0.79,12,0.9990511486922008
0.79,13,0.9993920168018767
0.79,14,0.9996095168764737
0.79,15,0.9997486951742082
0.79,16,0.9998379752686389
0.79,17,0.999895370093345
0.79,18,0.9999323370870883
0.79,19,0.9999561869592183
0.79,20,0.9999715972402812
0.79,21,0.9999815678462312
0.79,22,0.9999880268047658
0.79,23,0.9999922155568115
0.79,24,0.9999949347853673
0.79,25,0.9999967016721028
0.79,26,0.9999978507280192
0.79,27,0.9999985985778039
0.79,28,0.9999990856606784
0.79,29,0.9999994031169418
0.79,30,0.9999996101487809
0.79,31,0.9999997452453367
0.79,32,0.9999998334494425
0.79,33,0.9999998910671207
0.79,34,0.9999999287228922
0.79,35,0.9999999533437866
0.79,36,0.999999969448806
0.79,37,0.9999999799876622
0.79,38,0.9999999868867389
0.79,39,0.9999999914047264
0.79,40,0.9999999943644257
0.79,41,0.999999996303931
0.79,42,0.9999999975752912
0.79,43,0.9999999984089223
0.79,44,0.999999998955687
0.79,45,0.9999999993143971
0.79,46,0.9999999995497921
0.79,47,0.9999999997043021
0.79,48,0.9999999998057443
0.79,49,0.9999999998723605
0.79,50,0.9999999999161153
0.79,51,0.9999999999448611
0.79,52,0.9999999999637499
0.79,53,0.9999999999761636
0.79,54,0.9999999999843241
0.79,55,0.9999999999896886
0.79,56,0.9999999999932175
0.79,57,0.9999999999955368
0.79,58,0.9999999999970629
0.79,59,0.9999999999980674
0.79,60,0.9999999999987277
0.79,61,0.9999999999991626
0.79,62,0.9999999999994483
0.79,63,0.9999999999996374
0.79,64,0.9999999999997611
0.79,65,0.9999999999998426
0.79,66,0.9999999999998966
0.79,67,0.9999999999999319
0.79,68,0.999999999999955
0.79,69,0.9999999999999701
0.79,70,0.9999999999999805
0.79,71,0.9999999999999873
0.79,72,0.9999999999999915
0.79,73,0.9999999999999944
0.79,74,0.999999999999997
0.79,75,0.9999999999999976
0.79,76,0.9999999999999989
0.79,77,0.9999999999999992
0.79,78,0.9999999999999997
0.79,79,0.9999999999999991
0.79,80,0.9999999999999998
0.79,81,0.9999999999999999
0.79,82,1.0
0.79,83,1.0000000000000009
0.79,84,0.9999999999999997
0.79,85,0.9999999999999999
0.79,86,0.9999999999999992
0.79,87,0.9999999999999999
0.79,88,0.9999999999999999
0.79,89,1.0000000000000004
0.79,90,1.0000000000000002
0.79,91,0.9999999999999999
0.79,92,0.9999999999999998
0.79,93,0.999999999999999
0.79,94,0.9999999999999998
0.79,95,0.9999999999999999
0.79,96,0.9999999999999998
0.79,97,1.0000000000000002
0.79,98,1.0
0.79,99,0.9999999999999994
0.79,100,1.0000000000000009
0.8,1,0.8
0.8,2,0.8960000000000001
0.8,3,0.9420800000000001
0.8,4,0.966656
0.8,5,0.98041856
0.8,6,0.9883457945599999
0.8,7,0.9929964388351997
0.8,8,0.995760250290176
0.8,9,0.9974185371631615
0.8,10,0.9984208794508326
0.8,11,0.9990303035617368
0.8,12,0.9994026062913074
0.8,13,0.9996309519654443
0.8,14,0.9997714723802974
0.8,15,0.9998581935506069
0.8,16,0.9999118450479716
0.8,17,0.9999451089763379
0.8,18,0.9999657717459582
0.8,19,0.9999786285803884
0.8,20,0.9999866404182653
0.8,21,0.9999916398051004
0.8,22,0.9999947632315423
0.8,23,0.9999967167928074
0.8,24,0.9999979398920346
0.8,25,0.9999987063675502
0.8,26,0.9999991871009934
0.8,27,0.9999994888536781
0.8,28,0.9999996783990681
0.8,29,0.9999997975418842
0.8,30,0.9999998724786077
0.8,31,0.9999999196387851
0.8,32,0.9999999493344848
0.8,33,0.9999999680427749
0.8,34,0.9999999798346668
0.8,35,0.9999999872704955
0.8,36,0.9999999919614414
0.8,37,0.999999994921949
0.8,38,0.999999996791069
0.8,39,0.999999997971567
0.8,40,0.9999999987173989
0.8,41,0.9999999991887651
0.8,42,0.9999999994867598
0.8,43,0.9999999996752063
0.8,44,0.9999999997944092
0.8,45,0.9999999998698331
0.8,46,0.9999999999175678
0.8,47,0.9999999999477859
0.8,48,0.9999999999669196
0.8,49,0.9999999999790379
0.8,50,0.9999999999867136
0.8,51,0.9999999999915778
0.8,52,0.99999999999466
0.8,53,0.9999999999966135
0.8,54,0.9999999999978523
0.8,55,0.9999999999986378
0.8,56,0.9999999999991356
0.8,57,0.9999999999994513
0.8,58,0.9999999999996515
0.8,59,0.9999999999997792
0.8,60,0.9999999999998598
0.8,61,0.9999999999999107
0.8,62,0.9999999999999436
0.8,63,0.999999999999964
0.8,64,0.9999999999999775
0.8,65,0.9999999999999856
0.8,66,0.9999999999999909
0.8,67,0.9999999999999937
0.8,68,0.9999999999999962
0.8,69,0.9999999999999981
0.8,70,0.9999999999999986
0.8,71,0.9999999999999992
0.8,72,0.9999999999999988
0.8,73,0.9999999999999993
0.8,74,0.9999999999999997
0.8,75,0.9999999999999999
0.8,76,0.9999999999999996
0.8,77,1.0
0.8,78,0.9999999999999998
0.8,79,1.0
0.8,80,0.9999999999999999
0.8,81,1.0000000000000002
0.8,82,0.9999999999999994
0.8,83,0.9999999999999998
0.8,84,1.0000000000000007
0.8,85,0.9999999999999996
0.8,86,1.0000000000000002
0.8,87,0.9999999999999988
0.8,88,0.9999999999999998
0.8,89,1.0
0.8,90,1.0000000000000002
0.8,91,0.9999999999999999
0.8,92,0.9999999999999993
0.8,93,1.0
0.8,94,1.0000000000000002
0.8,95,1.0000000000000002
0.8,96,1.0
0.8,97,0.9999999999999992
0.8,98,0.9999999999999999
0.8,99,0.9999999999999999
0.8,100,0.9999999999999992
0.81,1,0.81
0.81,2,0.9054180000000001
0.81,3,0.9494724905999999
0.81,4,0.9720724442777999
0.81,5,0.9842459093263469
0.81,6,0.990990495901844
0.81,7,0.994796466106397
0.81,8,0.9969720674173248
0.81,9,0.9982276613238946
0.81,10,0.9989576636211744
0.81,11,0.9993845835646693
0.81,12,0.9996354494856475
0.81,13,0.9997834478357287
0.81,14,0.9998710514744883
0.81,15,0.9999230542459369
0.81,16,0.9999540000551703
0.81,17,0.9999724549753289
0.81,18,0.999983481681566
0.81,19,0.9999900811652483
0.81,20,0.9999940368957679
0.81,21,0.9999964111647829
0.81,22,0.9999978379647882
0.81,23,0.9999986963406428
0.81,24,0.9999992132695102
0.81,25,0.9999995248613086
0.81,26,0.9999997128409015
0.81,27,0.9999998263357495
0.81,28,0.9999998949093366
0.81,29,0.9999999363694173
0.81,30,0.999999961452194
0.81,31,0.9999999766358023
0.81,32,0.9999999858320733
0.81,33,0.9999999914048403
0.81,34,0.9999999947834579
0.81,35,0.9999999968327481
0.81,36,0.9999999980762693
0.81,37,0.9999999988311487
0.81,38,0.9999999992895722
0.81,39,0.9999999995680648
0.81,40,0.9999999997373074
0.81,41,0.99999999984019
0.81,42,0.9999999999027521
0.81,43,0.9999999999408077
0.81,44,0.9999999999639617
0.81,45,0.9999999999780536
0.81,46,0.9999999999866321
0.81,47,0.9999999999918555
0.81,48,0.999999999995037
0.81,49,0.999999999996975
0.81,50,0.9999999999981559
0.81,51,0.9999999999988758
0.81,52,0.9999999999993137
0.81,53,0.9999999999995818
0.81,54,0.999999999999745
0.81,55,0.9999999999998441
0.81,56,0.9999999999999046
0.81,57,0.9999999999999419
0.81,58,0.9999999999999645
0.81,59,0.999999999999978
0.81,60,0.9999999999999866
0.81,61,0.9999999999999912
0.81,62,0.9999999999999954
0.81,63,0.9999999999999966
0.81,64,0.9999999999999978
0.81,65,0.9999999999999986
0.81,66,0.999999999999999
0.81,67,1.0
0.81,68,0.9999999999999993
0.81,69,0.9999999999999993
0.81,70,0.9999999999999999
0.81,71,1.0
0.81,72,1.0
0.81,73,1.0000000000000004
0.81,74,1.0
0.81,75,1.0000000000000002
0.81,76,0.9999999999999999
0.81,77,0.9999999999999998
0.81,78,0.9999999999999996
0.81,79,0.9999999999999999
0.81,80,1.0000000000000002
0.81,81,0.9999999999999998
0.81,82,0.9999999999999993
0.81,83,1.0000000000000004
0.81,84,0.9999999999999993
0.81,85,1.0000000000000004
0.81,86,0.9999999999999992
0.81,87,1.0000000000000004
0.81,88,0.9999999999999998
0.81,89,0.9999999999999996
0.81,90,0.9999999999999997
0.81,91,0.9999999999999998
0.81,92,1.0000000000000002
0.81,93,1.0000000000000002
0.81,94,0.9999999999999997
0.81,95,0.9999999999999997
0.81,96,1.0000000000000004
0.81,97,0.9999999999999999
0.81,98,0.9999999999999998
0.81,99,0.9999999999999996
0.81,100,0.9999999999999999
0.82,1,0.82
0.82,2,0.9144639999999999
0.82,3,0.9562926591999998
0.82,4,0.9768723595264001
0.82,5,0.9875038327150182
0.82,6,0.9931529723085224
0.82,7,0.9962102866565268
0.82,8,0.9978863937339415
0.82,9,0.9988141190012902
0.82,10,0.9993314186103643
0.82,11,0.9996215616151014
0.82,12,0.9997850756619167
0.82,13,0.9998775919096048
0.82,14,0.9999301126717538
0.82,15,0.9999600134919416
0.82,16,0.9999770784880396
0.82,17,0.9999868388125578
0.82,18,0.9999924318229889
0.82,19,0.9999956422109759
0.82,20,0.9999974877447524
0.82,21,0.9999985501078158
0.82,22,0.9999991623931784
0.82,23,0.9999995156707007
0.82,24,0.9999997197115095
0.82,25,0.9999998376675014
0.82,26,0.999999905915894
0.82,27,0.9999999454348636
0.82,28,0.9999999683347889
0.82,29,0.999999981613475
0.82,30,0.9999999893180428
0.82,31,0.9999999937910065
0.82,32,0.9999999963892512
0.82,33,0.9999999978992843
0.82,34,0.9999999987773011
0.82,35,0.9999999992880585
0.82,36,0.9999999995853018
0.82,37,0.9999999997583571
0.82,38,0.999999999859148
0.82,39,0.9999999999178724
0.82,40,0.9999999999520981
0.82,41,0.9999999999720534
0.82,42,0.9999999999836906
0.82,43,0.9999999999904796
0.82,44,0.9999999999944411
0.82,45,0.9999999999967535
0.82,46,0.9999999999981033
0.82,47,0.9999999999988919
0.82,48,0.9999999999993524
0.82,49,0.999999999999621
0.82,50,0.999999999999779
0.82,51,0.9999999999998708
0.82,52,0.9999999999999242
0.82,53,0.9999999999999558
0.82,54,0.9999999999999744
0.82,55,0.9999999999999846
0.82,56,0.9999999999999911
0.82,57,0.9999999999999943
0.82,58,0.9999999999999969
0.82,59,0.999999999999998
0.82,60,0.9999999999999989
0.82,61,0.9999999999999992
0.82,62,0.9999999999999998
0.82,63,1.0000000000000002
0.82,64,0.9999999999999999
0.82,65,1.0000000000000002
0.82,66,0.9999999999999999
0.82,67,1.0000000000000004
0.82,68,0.9999999999999997
0.82,69,1.0000000000000002
0.82,70,0.9999999999999993
0.82,71,1.0000000000000004
0.82,72,0.9999999999999998
0.82,73,1.0
0.82,74,0.9999999999999998
0.82,75,0.9999999999999997
0.82,76,0.9999999999999994
0.82,77,1.0000000000000002
0.82,78,1.0000000000000002
0.82,79,0.9999999999999999
0.82,80,1.0
0.82,81,1.0000000000000002
0.82,82,1.0000000000000004
0.82,83,1.0000000000000002
0.82,84,0.9999999999999987
0.82,85,0.9999999999999997
0.82,86,1.0
0.82,87,1.0
0.82,88,1.0
0.82,89,0.9999999999999998
0.82,90,1.0000000000000004
0.82,91,1.0000000000000007
0.82,92,1.0000000000000004
0.82,93,1.0000000000000004
0.82,94,0.9999999999999998
0.82,95,0.999999999999999
0.82,96,1.0000000000000004
0.82,97,1.0000000000000004
0.82,98,0.9999999999999998
0.82,99,0.9999999999999994
0.82,100,0.9999999999999999
0.83,1,0.83
0.83,2,0.923126
0.83,3,0.9625462358
0.83,4,0.9810868867046001
0.83,5,0.9902431871538365
0.83,6,0.9948942215300309
0.83,7,0.9973005116817948
0.83,8,0.9985616139747605
0.83,9,0.9992288947255261
0.83,10,0.9995845850226062
0.83,11,0.999775299046095
0.83,12,0.9998780453593673
0.83,13,0.9999336191277777
0.83,14,0.9999637785844034
0.83,15,0.9999801926532471
0.83,16,0.9999891479503547
0.83,17,0.999994044370989
0.83,18,0.9999967266302128
0.83,19,0.9999981984454541
0.83,20,0.9999990072776477
0.83,21,0.9999994523699149
0.83,22,0.999999697598798
0.83,23,0.9999998328603622
0.83,24,0.9999999075423882
0.83,25,0.9999999488147878
0.83,26,0.9999999716430469
0.83,27,0.9999999842795422
0.83,28,0.9999999912795055
0.83,29,0.9999999951597351
0.83,30,0.9999999973119775
0.83,31,0.9999999985064584
0.83,32,0.9999999991697495
0.83,33,0.9999999995382619
0.83,34,0.9999999997430985
0.83,35,0.9999999998570083
0.83,36,0.9999999999203805
0.83,37,0.9999999999556515
0.83,38,0.9999999999752888
0.83,39,0.9999999999862267
0.83,40,0.9999999999923207
0.83,41,0.9999999999957171
0.83,42,0.9999999999976108
0.83,43,0.9999999999986663
0.83,44,0.9999999999992559
0.83,45,0.9999999999995846
0.83,46,0.9999999999997673
0.83,47,0.9999999999998709
0.83,48,0.9999999999999276
0.83,49,0.9999999999999596
0.83,50,0.9999999999999771
0.83,51,0.9999999999999876
0.83,52,0.9999999999999927
0.83,53,0.9999999999999959
0.83,54,0.9999999999999978
0.83,55,0.9999999999999989
0.83,56,0.9999999999999992
0.83,57,0.9999999999999992
0.83,58,0.9999999999999999
0.83,59,0.9999999999999999
0.83,60,0.9999999999999993
0.83,61,1.0
0.83,62,0.9999999999999999
0.83,63,1.0000000000000004
0.83,64,0.9999999999999999
0.83,65,1.0
0.83,66,0.9999999999999999
0.83,67,0.9999999999999999
0.83,68,0.9999999999999996
0.83,69,1.0
0.83,70,1.0000000000000002
0.83,71,0.9999999999999994
0.83,72,0.9999999999999994
0.83,73,0.9999999999999996
0.83,74,1.0000000000000004
0.83,75,0.9999999999999997
0.83,76,0.9999999999999997
0.83,77,1.0000000000000002
0.83,78,0.9999999999999996
0.83,79,0.9999999999999997
0.83,80,1.0000000000000004
0.83,81,1.0
0.83,82,0.9999999999999998
0.83,83,0.9999999999999997
0.83,84,1.0000000000000004
0.83,85,0.9999999999999996
0.83,86,1.0000000000000002
0.83,87,1.0000000000000002
0.83,88,0.9999999999999997
0.83,89,1.0
0.83,90,1.0
0.83,91,1.0000000000000004
0.83,92,1.0000000000000004
0.83,93,1.0
0.83,94,1.0000000000000002
0.83,95,1.0000000000000002
0.83,96,1.0000000000000002
0.83,97,1.0000000000000009
0.83,98,1.0
0.83,99,0.9999999999999996
0.83,100,1.0
0.84,1,0.84
0.84,2,0.9313919999999999
0.84,3,0.9682412543999998
0.84,4,0.9847497203712
0.84,5,0.9925153027640526
0.84,6,0.9962726021490103
0.84,7,0.9981241992859173
0.84,8,0.9990485165766618
0.84,9,0.9995143724911962
0.84,10,0.9997509030675363
0.84,11,0.9998717039634848
0.84,12,0.9999336945905256
0.84,13,0.9999656321615772
0.84,14,0.9999821414290745
0.84,15,0.9999906998333449
0.84,16,0.9999951474648762
0.84,17,0.9999974637913777
0.84,18,0.9999986724232955
0.84,19,0.9999993041349109
0.84,20,0.9999996348060187
0.84,21,0.9999998081305863
0.84,22,0.9999998990913195
0.84,23,0.9999999468804349
